OPENSFM_TRACKS_VERSION_v1
6.jpg	16287	495	0.183179	0.189849	0.00185996	43	44	48
6.jpg	16285	4682	0.0940773	-0.0858009	0.00772601	129	125	121
6.jpg	16281	454	0.305331	0.0774857	0.00185241	52	59	65
6.jpg	16258	711	0.0538098	0.119012	0.00190364	127	123	122
6.jpg	20433	2028	-0.29283	0.0433779	0.00232236	66	73	84
6.jpg	16359	2251	0.0894166	-0.193231	0.0024005	65	63	66
6.jpg	16371	3264	0.0200787	-0.114429	0.00303387	175	155	122
6.jpg	16279	3087	0.0574017	0.0469179	0.0028931	135	140	145
6.jpg	16278	2470	0.207091	-0.288271	0.00248133	125	109	101
6.jpg	16319	4559	0.324797	0.1468	0.00640352	73	78	86
6.jpg	20215	1651	-0.293939	-0.0135446	0.0021593	70	66	65
6.jpg	16277	3316	0.130759	0.0237409	0.00306137	58	53	52
6.jpg	16039	3605	0.194441	0.0818489	0.00331668	173	164	147
6.jpg	15902	3783	0.189661	0.0657246	0.00367039	186	131	136
6.jpg	16276	1645	0.0525456	0.10843	0.00215511	117	128	136
6.jpg	16275	2454	0.194067	0.161682	0.00247246	150	161	171
6.jpg	15754	2455	0.353276	0.185061	0.00247314	48	52	57
6.jpg	16273	3477	0.188942	0.153343	0.00318714	55	72	81
6.jpg	20415	4094	-0.114342	0.116659	0.00428419	100	100	105
6.jpg	16222	2472	0.459276	-0.0774831	0.00248244	73	77	86
6.jpg	16165	4265	0.199054	0.096692	0.00484386	171	159	145
6.jpg	20242	1721	-0.0765704	0.13732	0.00219446	78	71	70
6.jpg	16262	695	0.0967306	-0.249226	0.00189973	126	110	100
6.jpg	15875	3571	0.404628	-0.244963	0.00327445	171	172	175
6.jpg	20297	4734	-0.189965	-0.138305	0.00854365	109	108	110
6.jpg	20231	764	-0.0640444	0.162711	0.00191492	100	99	87
6.jpg	16261	4341	0.206587	0.0822564	0.00508085	57	33	41
6.jpg	16260	2948	0.40013	-0.115084	0.00277776	46	46	48
6.jpg	16335	1257	0.13141	0.102447	0.00202642	126	115	93
6.jpg	16202	1283	0.431635	-0.0181681	0.00203264	192	190	193
6.jpg	16256	1234	0.45531	0.0321462	0.00202085	68	63	62
6.jpg	20354	4302	-0.306292	0.0917015	0.00491872	126	106	97
